GPK,ATC,MainGroup,SubGroup,Generic,Product,Label,Shape,Routes,Concentration,Unit,Multiple,MultipeUnit,Indications,HasSolution,InStock
105600,J05AB04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ribavirine,VIRAZOLE 100 MG/ML CONC VOOR INFUSIEOPLOSSING 12 ML,RIBAVIRINE 100MG/ML INFCONC,concentraat voor oplossing voor infusie,iv,100,mg/ml,10,mg,Chronische hepatitis C,x,x
115452,J05AB04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ribavirine,RIBAVIRINE 200 MG TABLET FILMOMHULD,RIBAVIRINE 200MG TABLET FO,filmomhulde tablet,or,200,mg/stuk,200,mg,Chronische hepatitis C, ,x
98064789,J05AB04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ribavirine,RIBAVIRINE 50 MG TABLET IN SPUITJE,RIBAVIRINE 50 MG TABLET IN,oplossing,or,50,mg/stuk,50,mg,Chronische hepatitis C, ,x
98064827,J05AB04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ribavirine,RIBAVIRINE 100 MG TABLET IN SPUITJE,RIBAVIRINE 100 MG TABLET IN,oplossing,or,100,mg/stuk,100,mg,Chronische hepatitis C, ,x
90980,J04AB04,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,rifabutine,MYCOBUTIN 150 MG CAPSULE,RIFABUTINE 150MG CAPSULE,capsule,or,150,mg/stuk,150,mg,Behandeling Mycobacterium avium-complex (MAC) infecties en tuberculose bij HIV-infectie of -blootstelling ||Profylaxe Mycobacterium avium-complex (MAC) infecties bij HIV-infectie of -blootstelling, ,x
698,J04AB02,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,rifAMPicine,RIFADIN 150 MG CAPSULE,RIFAMPICINE 150MG CAPSULE,capsule,or,150,mg/stuk,150,mg,Tuberculose||Infecties bij cystische fibrose||Niet-tuberculose||Profylaxe van meningokokkose, ,x
19739,J04AB02,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,rifAMPicine,RIFADIN 300 MG CAPSULE,RIFAMPICINE 300MG CAPSULE,capsule,or,300,mg/stuk,300,mg,Tuberculose||Infecties bij cystische fibrose||Niet-tuberculose||Profylaxe van meningokokkose, ,x
51829,J04AB02,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,rifAMPicine,RIFADIN 600 MG INFPDR +SOLV,RIFAMPICINE 600MG INFPDR,poeder voor oplossing voor infusie,iv,600,mg/stuk,1,mg,Tuberculose||Infecties bij cystische fibrose||Niet-tuberculose||Profylaxe van meningokokkose,x,x
19747,J04AB02,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,rifAMPicine,RIFADIN 20 MG/ML SUSPENSIE,RIFAMPICINE 20MG/ML SUSPENS,suspensie voor oraal gebruik,or,20,mg/ml,20,mg,Tuberculose||Infecties bij cystische fibrose||Niet-tuberculose||Profylaxe van meningokokkose, ,x
139432,J05AG05,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,rilpivirine,EDURANT 25 MG TABLET,RILPIVIRINE 25MG TABLET,tablet,or,25,mg/stuk,25,mg,HIV, ,x
64564,B05BB01,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,INTRAVENEUZE OPLOSSINGEN,ringer,RINGER  ZAK 1 LITER   WE2304    WKZ,RINGER INFUSIEVLOEISTOF USP,infusievloeistof,iv,0.33,mg/ml,1,ml,"Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.", ,x
64548,B05BB01,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,INTRAVENEUZE OPLOSSINGEN,ringer+lactaat,RINGERLACTAAT 1000ML FLACON 3623482,RINGER/LACTAAT INFVLST   BR,infusievloeistof,iv,0.27,mg/ml,1,ml,"Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.", ,x
114294,M05BA07,MIDDELEN BIJ BOTZIEKTEN,BOTSTRUCTUUR EN BOTMINERALISATIEBEINVLOEDENDE MIDDELEN,risedroninezuur,RISEDRONAAT 5 MG TABLET FILMOMHULD,RISEDRONINEZUUR 5MG TAB FO,filmomhulde tablet,or,5,mg/stuk,5,mg,"Osteogenesis imperfecta, remming botresoptie", ,x
117277,M05BA07,MIDDELEN BIJ BOTZIEKTEN,BOTSTRUCTUUR EN BOTMINERALISATIEBEINVLOEDENDE MIDDELEN,risedroninezuur,ACTONEL 35 MG TABLET FILMOMHULD,RISEDRONINEZUUR 35MG TAB FO,filmomhulde tablet,or,35,mg/stuk,35,mg,"Osteogenesis imperfecta, remming botresoptie", ,x
97799,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERDAL 1 MG/ML DRANK 100 ML,RISPERIDON 1MG/ML,drank,or,1,mg/ml,0.1,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
110213,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,"RISPERIDON  0,5 MG TABLET OMHULD","RISPERIDON 0,5MG TAB OMHULD",omhulde tablet,or,0.5,mg/stuk,0.25,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
105325,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERIDON 1MG TABLET,RISPERIDON 1MG TAB OMHULD,omhulde tablet,or,1,mg/stuk,0.5,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
105333,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERDAL 2 MG TABLET OMHULD,RISPERIDON 2MG TAB OMHULD,omhulde tablet,or,2,mg/stuk,2,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
116939,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERDAL CONSTA 25MG INJP+SV,RISPERIDON 25MG PDR INJSUSP,poeder voor suspensie voor injectie,im,25,mg/stuk,25,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics", ,x
116947,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,"RISPERDAL CONSTA 37,5MG INJP+SV","RISPERIDON 37,5MG PDR INJSU",poeder voor suspensie voor injectie,im,37.5,mg/stuk,37.5,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics", ,x
116955,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERDAL CONSTA 50MG INJP+SV,RISPERIDON 50MG PDR INJSUSP,poeder voor suspensie voor injectie,im,50,mg/stuk,50,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics", ,x
117455,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERIDON ORODISP 1 MG SMELTTABLET,RISPERIDON 1MG SMELTTABLET,smelttablet,or,1,mg/stuk,1,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
117463,N05AX08,PSYCHOLEPTICA,ANTIPSYCHOTICA,risperiDON,RISPERIDON 2 MG SMELTTABLET,RISPERIDON 2MG SMELTTABLET,smelttablet,or,2,mg/stuk,2,mg,"Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics||Psychose/schizofrenie, bipolaire stoornis", ,x
160466,J05AE03,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ritonavir,NORVIR 100MG POEDER VOOR SUSPENSIE IN SACHET,RITONAVIR 100MG PDR V SUSP,poeder voor orale suspensie,or,100,mg/stuk,100,mg,HIV, ,x
134031,J05AE03,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ritonavir,NORVIR 100 MG TABLET FILMOMHULD,RITONAVIR 100MG TABLET,tablet,or,100,mg/stuk,100,mg,HIV, ,x
104930,L01XC02,ONCOLYTICA,OVERIGE ONCOLYTICA,riTUXimab,MABTHERA 10 MG/ML FLACON 10ML,RITUXIMAB 10MG/ML INF CONC,concentraat voor oplossing voor infusie,iv,10,mg/ml,10,mg,"EBV-reactivatie/PTLD bij stamceltransplantatie||Steroïd afhankelijk nefrotisch syndroom, ABO incompatibele niertransplantatie(aandoeningen die kunnen leiden tot/preventie van) rejectie na niertransplantatie, autoimmune cytopenieen, primaire vasculitis||Systemische lupus erythematodes (SLE) die niet reageert op de conventionele therapie", ,x
104418,N02CC04,ANALGETICA,MIGRAINEMIDDELEN,rizatriptan,MAXALT 5 MG SMELTTABLET,RIZATRIPTAN 5MG SMELTTABLET,smelttablet,or,5,mg/stuk,5,mg,Migraine: acute behandeling tijdens hoofdpijnfase, ,x
104426,N02CC04,ANALGETICA,MIGRAINEMIDDELEN,rizatriptan,MAXALT 10 MG SMELTTABLET,RIZATRIPTAN 10MG SMELTTABLE,smelttablet,or,10,mg/stuk,10,mg,Migraine: acute behandeling tijdens hoofdpijnfase, ,x
93084,M03AC09,SPIERRELAXANTIA,PERIFEER WERKENDE SPIERRELAXANTIA,rocuronium,ROCURONIUM 10 MG/ML INJVLST FLACON 5 ML,ROCURONIUM 10MG/ML INJVLST,injectievloeistof,iv,10,mg/ml,1,mg,Verslapping van de skeletspieren bij beademing||Verslapping van de skeletspieren bij chirurgische ingrepen||Intubatie, ,x
134643,N01BB09,ANAESTHETICA,"ANAESTHETICA, LOKALE",ropivacaine,ROPIVACAINE 2MG/ML INFVLST 100 ML,ROPIVACAINE 2MG/ML INJ/INFO,injectie/infusieoplossing,epidur||perineur,2,mg/ml,2,mg,Epidurale pijnstilling||Perifere zenuw blokkade, ,x
97241,N01BB09,ANAESTHETICA,"ANAESTHETICA, LOKALE",ropivacaine,ROPIVACAINE 2 MG/ML AMPUL 20 ML,ROPIVACAINE 2MG/ML INJVLST,injectievloeistof,epidur||perineur,2,mg/ml,2,mg,Epidurale pijnstilling||Perifere zenuw blokkade, ,x
97225,N01BB09,ANAESTHETICA,"ANAESTHETICA, LOKALE",ropivacaine,ROPIVACAINE 7.5 MG/ML AMPUL 20 ML,"ROPIVACAINE 7,5MG/ML INJVLS",injectievloeistof,epidur||perineur,7.5,mg/ml,7.5,mg,Epidurale pijnstilling||Perifere zenuw blokkade, ,x
97233,N01BB09,ANAESTHETICA,"ANAESTHETICA, LOKALE",ropivacaine,ROPIVACAINE 10MG/ML AMP 20 ML,ROPIVACAINE 10MG/ML INJVLST,injectievloeistof,epidur||perineur,10,mg/ml,10,mg,Epidurale pijnstilling||Perifere zenuw blokkade, ,x
122165,C10AA07,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",rosuvastatine,CRESTOR 5 MG TABLET FILMOMHULD,ROSUVASTATINE 5MG TABLET FO,filmomhulde tablet,or,5,mg/stuk,5,mg,Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie, ,x
116637,C10AA07,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",rosuvastatine,CRESTOR 10 MG TABLET FILMOMHULD,ROSUVASTATINE 10MG TAB FO,filmomhulde tablet,or,10,mg/stuk,10,mg,Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie, ,x
116653,C10AA07,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",rosuvastatine,CRESTOR 40 MG TABLET FILMOMHULD,ROSUVASTATINE 40MG TAB FO,filmomhulde tablet,or,40,mg/stuk,40,mg,Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie, ,x
139165,N03AF03,ANTI-EPILEPTICA,ANTI-EPILEPTICA,rufinamide,INOVELON 40MG/ML SUSPENSIE 460 ML,RUFINAMIDE 40MG/ML SUSP ORA,suspensie voor oraal gebruik,or,40,mg/ml,40,mg,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Syndroom van Lennox-Gastaut: MET VALPROAAT, ,x
137391,N03AF03,ANTI-EPILEPTICA,ANTI-EPILEPTICA,rufinamide,INOVELON 200 MG TABLET,RUFINAMIDE 200MG TABLET,tablet,or,200,mg/stuk,200,mg,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Syndroom van Lennox-Gastaut: MET VALPROAAT, ,x
137405,N03AF03,ANTI-EPILEPTICA,ANTI-EPILEPTICA,rufinamide,INOVELON 400 MG TABLET,RUFINAMIDE 400MG TABLET,tablet,or,400,mg/stuk,400,mg,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Syndroom van Lennox-Gastaut: MET VALPROAAT, ,x
137081,R06AX28,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,rupatadine,RUPAFIN 10 MG TABLET,RUPATADINE 10MG TABLET,tablet,or,10,mg/stuk,10,mg,Allergische rhinitis en chronische urticaria, ,x
83704,R03AC02,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salbutamol,AIROMIR 100 MICROG/DOSIS AUTOHALER,SALBUTAMOL 100UG/DO AEROSOL,aerosol,inh,100,mcg/dose,100,mcg,Acute astma aanval||Bronchusverwijding, ,x
75272,R03AC02,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salbutamol,VENTOLIN 200  DISKUS 60 DOSES,SALBUTAMOL 200UG/DO INHPDR,inhalatiepoeder,inh,200,mcg/dose,200,mcg,Acute astma aanval||Bronchusverwijding, ,x
75124,R03AC02,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salbutamol,"VENTOLIN 1 MG/ML NEBULES 2,5ML",SALBUTAMOL 1MG/ML VERNEVELV,vernevelvloeistof,inh,1,mg/ml,1,mg,Acute astma aanval, ,x
22098,R03AC02,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salbutamol,VENTOLIN 5 MG/ML INHALATIEVLST 20ML,SALBUTAMOL 5MG/ML VERNEVELV,vernevelvloeistof,inh,5,mg/ml,5,mg,Acute astma aanval, ,x
126101,R03AL02,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salbutamol+ipratropium,"COMBIVENT UNIT DOSE 2,5 ML","SALBUT/IPRATR 1/0,2MG/ML VE",vernevelvloeistof,inh,0.2,mg/ml,2.5,ml,Opheffen reversibele luchtwegobstructie, ,x
123528,D01AE12,ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK,"ANTIMYCOTICA, LOKALE",salicylzuur,SALICYLZUURVASELINEZALF 10% POT 30 GRAM,SALICYLZUUR 100MG/G ZALF,zalf,cutaan,100,mg/gr,1,keer,Hyperkeratose||Wratten, ,x
123536,D01AE12,ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK,"ANTIMYCOTICA, LOKALE",salicylzuur,SALICYLZUURVASELINEZALF 20% 500 G,SALICYLZUUR 200MG/G ZALF,zalf,cutaan,200,mg/gr,1,keer,Hyperkeratose||Wratten, ,x
87416,R03AC12,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol,SEREVENT 25 MICROG/DOSIS AEROSOL,SALMETEROL 25UG/DO AEROSOL,aerosol,inh,25,mcg/dose,25,mcg,Bronchusverwijding (langwerkend), ,x
87424,R03AC12,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol,SEREVENT 50 MICROG/DOSIS DISKUS 60 DOSES,SALMETEROL 50UG/DO INHALPDR,inhalatiepoeder,inh,50,mcg/dose,50,mcg,Bronchusverwijding (langwerkend), ,x
112828,R03AK06,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol+fluticason,SERETIDE 25/125 MICROG/DO  DOSIS AEROSOL,SALMET/FLUTICA 25/125UG/DO,aerosol,inh,25,mcg/dose,1,puff,Astma onderhoudsbehandeling, ,x
112836,R03AK06,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol+fluticason,SERETIDE 25/250 MICROG/DO  DOSIS AEROSOL,SALMET/FLUTICA 25/250UG/DO,aerosol,inh,25,mcg/dose,1,puff,Astma onderhoudsbehandeling, ,x
106534,R03AK06,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol+fluticason,SERETIDE 50/100 MICROG/DO  DISKUS 60 DO,SALMET/FLUTICA 50/100UG/DO,inhalatiepoeder,inh,50,mcg/dose,1,puff,Astma onderhoudsbehandeling, ,x
106542,R03AK06,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol+fluticason,SERETIDE 50/250 MICROG/DO DISKUS 60 DO,SALMET/FLUTICA 50/250UG/DO,inhalatiepoeder,inh,50,mcg/dose,1,puff,Astma onderhoudsbehandeling, ,x
106550,R03AK06,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,salmeterol+fluticason,SERETIDE 50/500 MICROG/DO DISKUS 60 DO,SALMET/FLUTICA 50/500UG/DO,inhalatiepoeder,inh,50,mcg/dose,1,puff,Astma onderhoudsbehandeling, ,x
124125,J05AE01,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,saquinavir,INVIRASE 500 MG TABLET FILMOMHULD,SAQUINAVIR 500MG TABLET,tablet,or,500,mg/stuk,500,mg,HIV, ,x
8281,A03BB01,MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN,BELLADONNA EN DERIVATEN,scopolaminebutyl,BUSCOPAN 20 MG/ML AMPUL 1ML,SCOPOLAMINEBUTYL 20MG/ML IN,injectievloeistof,im||iv||sc,20,mg/ml,2,mg,"Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen", ,x
142360,A03BB01,MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN,BELLADONNA EN DERIVATEN,scopolaminebutyl,BUSCOPAN 10 MG TABLET OMHULD,SCOPOLAMINEBUTYL 10MG TABLE,tablet,or,10,mg/stuk,10,mg,"Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen", ,x
13277,A03BB01,MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN,BELLADONNA EN DERIVATEN,scopolaminebutyl,BUSCOPAN 10 MG ZETPIL,SCOPOLAMINEBUTYL 10MG ZETP,zetpil,rect,10,mg/stuk,5,mg,"Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen", ,x
53732,D01AE13,ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK,"ANTIMYCOTICA, LOKALE",seleensulfide,SELSUN 25MG/ML SUSPENSIE 120ML,SELEENSULF 25MG/ML SUSP,suspensie voor cutaan gebruik,cutaan,25,mg/ml,1,keer,Sebborhoisch eczeem behaarde hoofdhuid, ,x
65269,A06AB06,MIDDELEN BIJ OBSTIPATIE,MIDDELEN BIJ OBSTIPATIE,senna,SENNOCOL 185MG TABLET,SENNA 185 MG TABLET,tablet,or,185,mg/stuk,92.5,mg,Obstipatie, ,x
10960,A06AB06,MIDDELEN BIJ OBSTIPATIE,MIDDELEN BIJ OBSTIPATIE,sennosiden-a+b,XPRAEP 2MG/ML SIROOP,SENNOSIDEN A+B 2MG/ML STROO,stroop,or,2,mg/ml,0.2,mg,Obstipatie, ,x
113255,N06AB06,PSYCHOANALEPTICA,ANTIDEPRESSIVA,sertraline,ZOLOFT 20 MG/ML CONC VOOR DRANK,SERTRALINE 20MG/ML CONC.DR.,concentraat voor drank,or,20,mg/ml,20,mg,Obsessief compulsieve stoornis||Depressie, ,x
92991,N06AB06,PSYCHOANALEPTICA,ANTIDEPRESSIVA,sertraline,SERTRALINE 50 MG TABLET OMHULD,SERTRALINE 50MG TABLET,tablet,or,50,mg/stuk,25,mg,Obsessief compulsieve stoornis||Depressie, ,x
93009,N06AB06,PSYCHOANALEPTICA,ANTIDEPRESSIVA,sertraline,SERTRALINE 100 MG TABLET OMHULD,SERTRALINE 100MG TABLET,tablet,or,100,mg/stuk,100,mg,Obsessief compulsieve stoornis||Depressie, ,x
131482,V03AE02,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,sevelameer,RENVELA 2.4 G PDR V SUSPENSIE SACHET,"SEVELAMEER 2,4G PDR V SUSP",poeder voor orale suspensie,or,2.4,gr/stuk,2.4,gr,Hyperfosfatemie bij hemodialyse, ,x
131474,V03AE02,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,sevelameer,RENVELA  800 MG TABLET FILMOMHULD,SEVELAMEER 800MG TABLET,tablet,or,800,mg/stuk,800,mg,Hyperfosfatemie bij hemodialyse, ,x
97160,N01AB08,ANAESTHETICA,ALGEMENE ANAESTHETICA,sevofluraan,SEVORANE 250ML QUICK FILL (4456),SEVOFLURAAN INHALVLST/GAS,inhalatiegas,inh,0,/ml,,0,Inhalatie anaesthesie, ,x
98044494,G04BE03,UROLOGICA,UROLOGISCHE MIDDELEN,sildenafil,SILDENAFIL 1 MG/ML SUSPENSIE 100 ML,SILDENAFIL 1 MG/ML SUSPENSI,drank,or,1,mg/ml,0.01,mg,Pulmonale arteriele hypertensie||Chronic lung disease (CLD) pulmonale hypertensie, ,x
133531,G04BE03,UROLOGICA,UROLOGISCHE MIDDELEN,sildenafil,"REVATIO 0,8 MG/ML INJVLST 12,5 ML","SILDENAFIL 0,8MG/ML INJVLST",injectievloeistof,iv,0.8,mg/ml,0.08,mg,Pulmonale arteriele hypertensie, ,x
125172,G04BE03,UROLOGICA,UROLOGISCHE MIDDELEN,sildenafil,REVATIO 20 MG TABLET FILMOMHULD,SILDENAFIL 20MG TABLET,tablet,or,20,mg/stuk,20,mg,Pulmonale arteriele hypertensie||Chronic lung disease (CLD) pulmonale hypertensie, ,x
105392,G04BE03,UROLOGICA,UROLOGISCHE MIDDELEN,sildenafil,SILDENAFIL 25 MG TABLET,SILDENAFIL 25MG TABLET,tablet,or,25,mg/stuk,25,mg,Pulmonale arteriele hypertensie||Chronic lung disease (CLD) pulmonale hypertensie, ,x
116572,C10AA01,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",simvastatine,SIMVASTATINE 10 MG TABLET FILMOMHULD,SIMVASTATINE 10MG TABLET FO,filmomhulde tablet,or,10,mg/stuk,10,mg,Heterozygote familiaire hypercholesterolemie, ,x
116580,C10AA01,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",simvastatine,SIMVASTATINE 20 MG TABLET FILMOMHULD,SIMVASTATINE 20MG TABLET FO,filmomhulde tablet,or,20,mg/stuk,20,mg,Heterozygote familiaire hypercholesterolemie, ,x
116599,C10AA01,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",simvastatine,SIMVASTATINE 40 MG TABLET FILMOMHULD,SIMVASTATINE 40MG TABLET FO,filmomhulde tablet,or,40,mg/stuk,20,mg,Heterozygote familiaire hypercholesterolemie, ,x
126187,C10AA01,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",simvastatine,SIMVASTATINE 60 MG TABLET FILMOMHULD,SIMVASTATINE 60MG TABLET FO,filmomhulde tablet,or,60,mg/stuk,30,mg,Heterozygote familiaire hypercholesterolemie, ,x
112763,L04AA10,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,sirolimus,RAPAMUNE 1 MG/ML DRANK 60ML,SIROLIMUS 1MG/ML DRANK,drank,or,1,mg/ml,0.1,mg,Profylaxe orgaanafstoting, ,x
115568,L04AA10,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,sirolimus,RAPAMUNE 1 MG TABLET FILMOMHULD,SIROLIMUS 1MG TABLET FO,tablet,or,1,mg/stuk,1,mg,Profylaxe orgaanafstoting, ,x
117250,L04AA10,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,sirolimus,RAPAMUNE 2 MG TABLET FILMOMHULD,SIROLIMUS 2MG TABLET FO,tablet,or,2,mg/stuk,2,mg,Profylaxe orgaanafstoting, ,x
121975,G04BD08,UROLOGICA,UROLOGISCHE MIDDELEN,solifenacine,VESICARE 5 MG TABLET FILMOMHULD,SOLIFENACINE 5MG TABLET,tablet,or,5,mg/stuk,5,mg,0, ,x
121983,G04BD08,UROLOGICA,UROLOGISCHE MIDDELEN,solifenacine,VESICARE 10 MG TABLET FILMOMHULD,SOLIFENACINE 10MG TABLET,tablet,or,10,mg/stuk,10,mg,0, ,x
109223,H01AC01,HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN,ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN,somatropine,"NORDITROPIN FLEXPRO 3,33 MG/ML WWSP 1,5ML","SOMATROPINE 3,33MG/ML INJVL",injectievloeistof,sc,3.33,mg/ml,3.33,mg,Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA, ,x
121622,H01AC01,HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN,ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN,somatropine,NUTROPINAQ 5 MG/ML 2 ML INJVLST PATROON,SOMATROPINE 5MG/ML INJVLST,injectievloeistof,sc,5,mg/ml,5,mg,Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA, ,x
