Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
SUMAtriptan,dispergeerbare tablet,or,migraine aanval: acute behandelingtijdens de hoofdpijnfase; cluster hoofdpijn,,,,,,,,,,,,mg,,,,,,,
SUMAtriptan,injectievloeistof,sc,migraine aanval: acute behandelingtijdens de hoofdpijnfase; cluster hoofdpijn,,,,,,,,,,,,mg,,,,,,,
suxamethonium,injectievloeistof,im,verslapping van skeletspieren,,,,,,,,,,,,mg,,,,,,,
suxamethonium,injectievloeistof,iv,verslapping van skeletspieren,,,,,,,,,,,,mg,,,,,,,
tacrolimus,zalf,cutaan,atopische dermatitis,,,,,,,,,,,,keer,,,,,,,
tacrolimus,zalf,cutaan,Atopische dermatitis,,,24,192,,,,,,,2 x / week,keer,2,,2,2,,,
tacrolimus,zalf,cutaan,Atopische dermatitis,,,192,240,,,,,,,2 x / week,keer,2,,2,2,,,
tacrolimus,concentraat voor oplossing voor infusie,iv,profylaxe afstoting harttransplantatie na antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule,or,profylaxe afstoting harttransplantatie na antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule met gereguleerde afgifte,or,profylaxe afstoting harttransplantatie na antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,granulaat voor orale suspensie,or,profylaxe afstoting harttransplantatie na antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,concentraat voor oplossing voor infusie,iv,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule,or,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule,or,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,1,240,,,,,,,2 x / dag,mg,0.3,,0.33,,,x,
tacrolimus,capsule met gereguleerde afgifte,or,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,granulaat voor orale suspensie,or,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,granulaat voor orale suspensie,or,profylaxe afstoting harttransplantatie zonder antilichaam inductie,,,1,240,,,,,,,2 x / dag,mg,0.3,,0.33,,,x,
tacrolimus,concentraat voor oplossing voor infusie,iv,profylaxe afstoting levertransplantatie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule,or,profylaxe afstoting levertransplantatie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule met gereguleerde afgifte,or,profylaxe afstoting levertransplantatie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,granulaat voor orale suspensie,or,profylaxe afstoting levertransplantatie,,,,,,,,,,,,mg,,,,,,,
tacrolimus,concentraat voor oplossing voor infusie,iv,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
tacrolimus,capsule met gereguleerde afgifte,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
tacrolimus,granulaat voor orale suspensie,or,profylaxe afstoting niertransplantaat,,,,,,,,,,,,mg,,,,,,,
tacrolimus,zalf,cutaan,therapieresistente psoriasis in het gelaat en intertrigineuze psoriasis,,,,,,,,,,,,keer,,,,,,,
tacrolimus,zalf,cutaan,Therapieresistente psoriasis in het gelaat en intertrigineuze psoriasis,,,24,240,,,,,,,2 x / dag,keer,2,,2,2,,,
teicoplanine,poeder voor injectievloeistof,im,clostridium difficile infectie,,,,,,,,,,,,mg,,,,,,,
teicoplanine,poeder voor injectievloeistof,iv,clostridium difficile infectie,,,,,,,,,,,,mg,,,,,,,
teicoplanine,poeder voor injectievloeistof,or,clostridium difficile infectie,,,,,,,,,,,,mg,,,,,,,
teicoplanine,poeder voor injectievloeistof,or,clostridium difficile infectie,,,144,240,,,,,,,2 x / dag,mg,,200,400,400,,,
teicoplanine,poeder voor injectievloeistof,im,infecties,,,,,,,,,,,,mg,,,,,,,
teicoplanine,poeder voor injectievloeistof,iv,infecties,,,,,,,,,,,,mg,,,,,,,
teicoplanine,poeder voor injectievloeistof,iv,infecties,,,,2,,,,,,,1 x / dag,mg,8,,8.8,,,x,
teicoplanine,poeder voor injectievloeistof,iv,infecties,,,144,,,,,,,,1 x / dag,mg,,6,12,,800,x,
teicoplanine,poeder voor injectievloeistof,iv,infecties,,,2,144,,,,,,,1 x / dag,mg,,6,10,,400,x,
teicoplanine,poeder voor injectievloeistof,or,infecties,,,,,,,,,,,,mg,,,,,,,
temazepam,capsule,or,kortdurende behandeling van ernstige slaapstoornissen,,,,,,,,,,,,mg,,,,,,,
temazepam,capsule,or,kortdurende behandeling van ernstige slaapstoornissen,,,144,240,,,,,,,antenoctum,mg,,,,10,,,
temazepam,tablet,or,kortdurende behandeling van ernstige slaapstoornissen,,,,,,,,,,,,mg,,,,,,,
temazepam,tablet,or,kortdurende behandeling van ernstige slaapstoornissen,,,144,240,,,,,,,antenoctum,mg,,,,10,,,
teniposide,concentraat voor oplossing voor infusie,iv,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
tenofovir,tablet,or,chronische hepatitis b,,,,,,,,,,,,mg,,,,,,,
tenofovir,tablet,or,chronische hepatitis b,,,144,240,35,,,,,,1 x / dag,mg,245,245,245,245,245,,
tenofovir,tablet,or,hiv,,,,,,,,,,,,mg,,,,,,,
tenofovir,tablet,or,hiv,,,24,144,,,,,,,1 x / dag,mg,6.5,,,245,,x,
terbinafine,tablet,or,schimmel infectie,,,,,,,,,,,,mg,,,,,,,
terbinafine,tablet,or,schimmel infectie,,,,,,20,,,,,1 x / dag,mg,62.5,62.5,62.5,62.5,62.5,,
terbinafine,tablet,or,schimmel infectie,,,,,20,40,,,,,1 x / dag,mg,125,125,125,125,125,,
terbinafine,tablet,or,schimmel infectie,,,,,40,,,,,,1 x / dag,mg,250,250,250,250,250,,
terbinafine,creme,cutaan,schimmelinfecties van de huid,,,,,,,,,,,,keer,,,,,,,
terbinafine,creme,cutaan,schimmelinfecties van de huid,,,1,240,,,,,,,1 x / dag||2 x / dag,keer,,1,2,2,1,,
terbutaline,inhalatiepoeder,inh,bronchusverwijding (kortwerkend) bij intermitterende astma klachten,,,,,,,,,,,,mcg,,,,,,,
terbutaline,inhalatiepoeder,inh,bronchusverwijding (kortwerkend) bij intermitterende astma klachten,,,48,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,mcg,,250,6000,6000,500,,
testosteron,injectievloeistof,im,constitutioneel vertraagde puberteit,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,constitutioneel vertraagde puberteit,,,,144,240,,,,,,,mg,,,,,100,,
testosteron,capsule,or,constitutioneel vertraagde puberteit,,,,,,,,,,,,mg,,,,,,,
testosteron,capsule,or,constitutioneel vertraagde puberteit,,,144,240,,,,,,,2 x / dag,mg,,,,80,,,
testosteron,gel,transderm,constitutioneel vertraagde puberteit,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,groeiremming,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,groeiremming,,,144,240,,,,,,,1 x / 2 weken,mg,500,,500,500,500,,
testosteron,capsule,or,groeiremming,,,,,,,,,,,,mg,,,,,,,
testosteron,gel,transderm,groeiremming,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,priming voorafgaand aan groeihormoontest,,,,,,,,,,,,mg,,,,,,,
testosteron,capsule,or,priming voorafgaand aan groeihormoontest,,,,,,,,,,,,mg,,,,,,,
testosteron,capsule,or,priming voorafgaand aan groeihormoontest,,,108,,,,,,,,2 x / dag,mg,,,,240,,,
testosteron,gel,transderm,priming voorafgaand aan groeihormoontest,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,puberteitsinductie,,,,,,,,,,,,mg,,,,,,,
testosteron,capsule,or,puberteitsinductie,,,,,,,,,,,,mg,,,,,,,
testosteron,gel,transderm,puberteitsinductie,,,,,,,,,,,,mg,,,,,,,
testosteron,injectievloeistof,im,"substitutietherapie, hypogonadisme",,,,,,,,,,,,mg,,,,,,,
testosteron,capsule,or,"substitutietherapie, hypogonadisme",,,,,,,,,,,,mg,,,,,,,
testosteron,gel,transderm,"substitutietherapie, hypogonadisme",,,,,,,,,,,,mg,,,,,,,
tetanusimmunoglobuline,injectievloeistof,im,klinisch manifeste tetanus,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,sc,klinisch manifeste tetanus,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,im,profylaxe bij verwondingen: bekend nooit gevaccineerd tegen tetanus,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,sc,profylaxe bij verwondingen: bekend nooit gevaccineerd tegen tetanus,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,im,"profylaxe bij verwondingen: immuno-incompetente personen, ongeacht vaccinatiestatus tegen tetanus",,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,sc,"profylaxe bij verwondingen: immuno-incompetente personen, ongeacht vaccinatiestatus tegen tetanus",,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,im,profylaxe bij verwondingen: indien niet volledig gevaccineerd volgens rijksvaccinatie programma,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,sc,profylaxe bij verwondingen: indien niet volledig gevaccineerd volgens rijksvaccinatie programma,,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,im,"profylaxe bij verwondingen: volledig gevaccineerd tegen tetanus, met documentatie van vaccinatie",,,,,,,,,,,,IE,,,,,,,
tetanusimmunoglobuline,injectievloeistof,sc,"profylaxe bij verwondingen: volledig gevaccineerd tegen tetanus, met documentatie van vaccinatie",,,,,,,,,,,,IE,,,,,,,
tetracaine,oogdruppels,oog,oppervlakte anesthesie,,,,,,,,,,,,mg,,,,,,,
tetracosactide,injectievloeistof,im,diagnosticum: acth test,,,,,,,,,,,,mg,,,,,,,
tetracosactide,injectievloeistof,iv,diagnosticum: acth test,,,,,,,,,,,,mg,,,,,,,
tetracosactide,injectievloeistof,im,syndroom van west,,,,,,,,,,,,mg,,,,,,,
tetracosactide,injectievloeistof,im,syndroom van west,,,1,240,,,,,,,2 x / dag,mg,,,,0.8,,,
tetracosactide,injectievloeistof,iv,syndroom van west,,,,,,,,,,,,mg,,,,,,,
tetracosactide,injectievloeistof,iv,syndroom van west,,,1,12,,,,,,,,mg,,,,,0.25,,
tetracosactide,injectievloeistof,iv,syndroom van west,,,12,72,,,,,,,,mg,,,,,0.5,,
tetracosactide,injectievloeistof,iv,syndroom van west,,,72,240,,,,,,,,mg,,,,,1,,
tetracycline,capsule,or,infecties,,,,,,,,,,,,mg,,,,,,,
tetracycline,capsule,or,infecties,,,96,240,,,,,,,4 x / dag,mg,,20,40,1000,250,x,
theofylline,tablet met gereguleerde afgifte,or,onderhoudsbehandeling astma en copd,,,,,,,,,,,,mg,,,,,,,
theofylline,tablet met gereguleerde afgifte,or,Onderhoudsbehandeling astma en COPD,,,72,,,,,,,,2 x / dag,mg,,10,15,,,x,
thiamazol,tablet,or,hyperthyreoidie,,,,,,,,,,,,mg,,,,,,,
thiamazol,tablet,or,hyperthyreoidie,,,1,240,,,,,,,1 x / dag,mg,,0.4,0.8,60,,x,
thiamine,injectievloeistof,im,deficientie,,,,,,,,,,,,mg,,,,,,,
thiamine,injectievloeistof,iv,deficientie,,,,,,,,,,,,mg,,,,,,,
thiamine,injectievloeistof,iv,deficientie,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,,,100,,,
thiamine,tablet,or,deficientie,,,,,,,,,,,,mg,,,,,,,
thiamine,tablet,or,deficientie,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,,,100,,,
thiamine,injectievloeistof,sc,deficientie,,,,,,,,,,,,mg,,,,,,,
thiamine,injectievloeistof,im,"maple syrup urine disease (msud), lactaatacidose tgv pdh-deficiëntie of complex i van de ademhalingsketen",,,,,,,,,,,,mg,,,,,,,
thiamine,injectievloeistof,iv,"maple syrup urine disease (msud), lactaatacidose tgv pdh-deficiëntie of complex i van de ademhalingsketen",,,,,,,,,,,,mg,,,,,,,
thiamine,tablet,or,"maple syrup urine disease (msud), lactaatacidose tgv pdh-deficiëntie of complex i van de ademhalingsketen",,,,,,,,,,,,mg,,,,,,,
thiamine,tablet,or,"maple syrup urine disease (msud), lactaatacidose tgv pdh-deficiëntie of complex i van de ademhalingsketen",,,1,240,,,,,,,1 x / dag,mg,,,,200,,,
thiamine,injectievloeistof,sc,"maple syrup urine disease (msud), lactaatacidose tgv pdh-deficiëntie of complex i van de ademhalingsketen",,,,,,,,,,,,mg,,,,,,,
thiopental,poeder voor injectievloeistof,iv,anesthesie: inleiding,,,,,,,,,,,,mg,,,,,,,
thiopental,poeder voor injectievloeistof,iv,status epilepticus,,,,,,,,,,,,mg,,,,,,,
thiopental,poeder voor injectievloeistof,iv,thiopental-coma: refractaire intracraniele hypertensie,,,,,,,,,,,,mg,,,,,,,
thiotepa,poeder voor oplossing voor infusie,iv,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,infusievloeistof,iv,afstotingsreactie bij niertransplantatie,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,poeder voor oplossing voor infusie,iv,afstotingsreactie bij niertransplantatie,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,infusievloeistof,iv,aplastische anemie en voorbereiding beenmergtransplantatie,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,poeder voor oplossing voor infusie,iv,aplastische anemie en voorbereiding beenmergtransplantatie,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,infusievloeistof,iv,beenmergtransplantatie,,,,,,,,,,,,mg,,,,,,,
thymocytenimmunoglobuline,poeder voor oplossing voor infusie,iv,beenmergtransplantatie,,,,,,,,,,,,mg,,,,,,,
tigecycline,poeder voor oplossing voor infusie,iv,infecties van huid en weke delen en intra-abdominale infecties,,,,,,,,,,,,mg,,,,,,,
tigecycline,poeder voor oplossing voor infusie,iv,infecties van huid en weke delen en intra-abdominale infecties,,,96,144,,,,,,,2 x / dag,mg,2.4,,,100,50,x,
tigecycline,poeder voor oplossing voor infusie,iv,infecties van huid en weke delen en intra-abdominale infecties,,,144,240,,,,,,,2 x / dag,mg,,,,100,,,
timolol,oogdruppels,oog,glaucoom,,,,,,,,,,,,dr,,,,,,,
timolol,oogdruppels,oog,glaucoom,,,,240,,,,,,,1 x / dag||2 x / dag,dr,1,1,2,,1,,
timolol,ooggel,oog,glaucoom,,,,,,,,,,,,dr,,,,,,,
timotheegraspollen,lyophilisaat voor oraal gebruik,subling,inhalatieallergie gras,,,,,,,,,,,,E,,,,,,,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,,,,,,,,,,IE,,,,,,,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,,2,,,,,,,1 x / dag,IE,287,,315.7,,,x,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,2,12,,,,,,,1 x / dag,IE,250,,275,,,x,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,12,72,,,,,,,1 x / dag,IE,252,,277.2,,,x,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,72,120,,,,,,,1 x / dag,IE,210,,231,,,x,
tinzaparine,injectievloeistof,sc,diep veneuze trombose,,,120,240,,,,,,,1 x / dag,IE,188,,206.8,,,x,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,,,,,,,,,,IE,,,,,,,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,,2,,,,,,,1 x / dag,IE,143.5,,157.85,,,x,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,2,12,,,,,,,1 x / dag,IE,125,,137.5,,,x,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,12,72,,,,,,,1 x / dag,IE,125,,137.5,,,x,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,72,120,,,,,,,1 x / dag,IE,105,,115.5,,,x,
tinzaparine,injectievloeistof,sc,profylaxe trombo-embolische complicaties,,,120,240,,,,,,,1 x / dag,IE,94,,103.4,,,x,
tioguanine,tablet,or,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
tioguanine,tablet,or,oncologische aandoeningen,,,1,240,,,,,,,,mg,,60,200,,,,x
tobramycine,oogdruppels,oog,ernstige bacteriële ooginfecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,oogdruppels,oog,ernstige bacteriële ooginfecties,,,,240,,,,,,,2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,mg,,,6,,1,,
tobramycine,oogzalf,oog,ernstige bacteriële ooginfecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,oogzalf,oog,ernstige bacteriële ooginfecties,,,12,240,,,,,,,6 x / dag||8 x / dag,mg,,6,8,8,1,,
tobramycine,injectievloeistof,im,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
tobramycine,inhalatiepoeder,inh,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
tobramycine,vernevelvloeistof,inh,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,iv,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,im,infecties bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
tobramycine,inhalatiepoeder,inh,infecties bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
tobramycine,inhalatiepoeder,inh,infecties bij cystische fibrose,,,6,240,,,,,,,2 x / dag,mg,,,,224,,,
tobramycine,vernevelvloeistof,inh,infecties bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
tobramycine,vernevelvloeistof,inh,infecties bij cystische fibrose,,,6,240,,,,,,,2 x / dag,mg,,,,340,,,
tobramycine,injectievloeistof,iv,infecties bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,iv,infecties bij cystische fibrose,,,1,240,,,,,,,1 x / dag,mg,,10,15,,,x,
tobramycine,injectievloeistof,im,pulmonale pseudomonas infecties bij niet cf-patienten,,,,,,,,,,,,mg,,,,,,,
tobramycine,inhalatiepoeder,inh,pulmonale pseudomonas infecties bij niet cf-patienten,,,,,,,,,,,,mg,,,,,,,
tobramycine,vernevelvloeistof,inh,pulmonale pseudomonas infecties bij niet cf-patienten,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,iv,pulmonale pseudomonas infecties bij niet cf-patienten,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,im,sepsis en ernstige infecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,inhalatiepoeder,inh,sepsis en ernstige infecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,vernevelvloeistof,inh,sepsis en ernstige infecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,,,,,,,,,,mg,,,,,,,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,,0.25,,,,224,,,1 x / 2 dagen,mg,4,,4.4,,,x,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,,0.25,,,224,259,,,1 x / 36 uur,mg,4,,4.4,,,x,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,0.25,1,,,,259,,,1 x / dag,mg,4,,4.4,,,x,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,,1,,,259,,,,1 x / dag,mg,4,,4.4,,,x,
tobramycine,injectievloeistof,iv,sepsis en ernstige infecties,,,1,240,,,,,,,1 x / dag,mg,,5,7,,,x,
tocilizumab,concentraat voor oplossing voor infusie,iv,polyarticulaire juveniele idiopathische artritis,,,,,,,,,,,,mg,,,,,,,
tocilizumab,concentraat voor oplossing voor infusie,iv,polyarticulaire juveniele idiopathische artritis,,,24,240,,30,,,,,1 x / 4 weken,mg,10,,11,,,x,
tocilizumab,concentraat voor oplossing voor infusie,iv,polyarticulaire juveniele idiopathische artritis,,,24,240,30,,,,,,1 x / 4 weken,mg,8,,,800,800,x,
tocilizumab,injectievloeistof,sc,polyarticulaire juveniele idiopathische artritis,,,,,,,,,,,,mg,,,,,,,
tocilizumab,injectievloeistof,sc,polyarticulaire juveniele idiopathische artritis,,,24,240,,30,,,,,,mg,,,,,162,,
tocilizumab,injectievloeistof,sc,polyarticulaire juveniele idiopathische artritis,,,24,240,30,,,,,,1 x / 2 weken,mg,162,,162,162,162,,
tocilizumab,concentraat voor oplossing voor infusie,iv,systemische juveniele idiopathische arthritis (s.j.i.a.),,,,,,,,,,,,mg,,,,,,,
tocilizumab,concentraat voor oplossing voor infusie,iv,systemische juveniele idiopathische arthritis (s.j.i.a.),,,24,240,,30,,,,,1 x / 2 weken,mg,12,,13.2,,,x,
tocilizumab,concentraat voor oplossing voor infusie,iv,systemische juveniele idiopathische arthritis (s.j.i.a.),,,24,240,30,,,,,,1 x / 2 weken,mg,8,,,800,800,x,
tocilizumab,injectievloeistof,sc,systemische juveniele idiopathische arthritis (s.j.i.a.),,,,,,,,,,,,mg,,,,,,,
tocilizumab,injectievloeistof,sc,systemische juveniele idiopathische arthritis (s.j.i.a.),,,12,240,10,30,,,,,1 x / 2 weken,mg,162,,162,162,162,,
tocilizumab,injectievloeistof,sc,systemische juveniele idiopathische arthritis (s.j.i.a.),,,12,240,30,,,,,,1 x / week,mg,162,,162,162,162,,
tocoferol-dl-alfa,tablet,or,deficientie,,,,,,,,,,,,mg,,,,,,,
tocoferol-dl-alfa,tablet,or,deficientie,,,1,240,,,,,,,2 x / dag,mg,,5,10,300,,x,
tocoferol-dl-alfa,tablet,or,suppletie bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
tocoferol-dl-alfa,tablet,or,suppletie bij cystische fibrose,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,5,10,300,,x,
tolterodine,capsule met gereguleerde afgifte,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,,,,,,,,,,mg,,,,,,,
tolterodine,capsule met gereguleerde afgifte,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,120,240,,,,,,,2 x / dag,mg,,0.1,0.12,4,,x,
tolterodine,capsule met gereguleerde afgifte,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,6,120,,,,,,,2 x / dag,mg,,0.1,0.12,2,,x,
tolterodine,omhulde tablet,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,,,,,,,,,,mg,,,,,,,
tolterodine,omhulde tablet,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,6,120,,,,,,,2 x / dag,mg,,0.1,0.12,2,,x,
tolterodine,omhulde tablet,or,"urine incontinentie, overactief blaas syndroom, neurogene blaas",,,120,240,,,,,,,2 x / dag,mg,,0.1,0.12,4,,x,
topiramaat,capsule,or,"epilepsie, adjuvante therapie bij partiele aanvallen en/of gegeneraliseerde aanvallen",,,,,,,,,,,,mg,,,,,,,
topiramaat,capsule,or,"epilepsie, adjuvante therapie bij partiele aanvallen en/of gegeneraliseerde aanvallen",,,24,240,,,,,,,2 x / dag,mg,,5,9,,,x,
topiramaat,omhulde tablet,or,"epilepsie, adjuvante therapie bij partiele aanvallen en/of gegeneraliseerde aanvallen",,,,,,,,,,,,mg,,,,,,,
topiramaat,omhulde tablet,or,"epilepsie, adjuvante therapie bij partiele aanvallen en/of gegeneraliseerde aanvallen",,,24,240,,,,,,,2 x / dag,mg,,5,9,,,x,
topiramaat,capsule,or,migraine profylaxe,,,,,,,,,,,,mg,,,,,,,
topiramaat,capsule,or,migraine profylaxe,,,144,240,,,,,,,2 x / dag,mg,,,,200,,,
topiramaat,omhulde tablet,or,migraine profylaxe,,,,,,,,,,,,mg,,,,,,,
topiramaat,omhulde tablet,or,migraine profylaxe,,,144,240,,,,,,,2 x / dag,mg,,,,200,,,
topiramaat,capsule,or,partiele epilepsie: monotherapie,,,,,,,,,,,,mg,,,,,,,
topiramaat,capsule,or,partiele epilepsie: monotherapie,,,72,240,,,,,,,2 x / dag,mg,2,,2.2,,,x,
topiramaat,omhulde tablet,or,partiele epilepsie: monotherapie,,,,,,,,,,,,mg,,,,,,,
topiramaat,omhulde tablet,or,partiele epilepsie: monotherapie,,,72,240,,,,,,,2 x / dag,mg,2,,2.2,,,x,
traMADol,injectievloeistof,im,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,injectievloeistof,iv,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,injectievloeistof,iv,pijn,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,1,8,400,,x,
traMADol,injectievloeistof,iv,pijn,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,,,400,100,,
traMADol,capsule,or,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,capsule,or,pijn,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,1,8,400,100,x,
traMADol,capsule,or,pijn,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,,,400,100,,
traMADol,druppels voor oraal gebruik,or,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,druppels voor oraal gebruik,or,pijn,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,1,8,400,100,x,
traMADol,druppels voor oraal gebruik,or,pijn,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,,,400,100,,
traMADol,tablet met gereguleerde afgifte,or,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,tablet met gereguleerde afgifte,or,pijn,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,1,8,400,100,x,
traMADol,tablet met gereguleerde afgifte,or,pijn,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,,,400,100,,
traMADol,zetpil,rect,pijn,,,,,,,,,,,,mg,,,,,,,
traMADol,zetpil,rect,pijn,,,12,144,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,1,8,,100,x,
traMADol,zetpil,rect,pijn,,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,,400,400,100,,
tramadol+paracetamol,bruistablet,or,matige tot ernstige pijn,,,,,,,,,,,,mg,,,,,,,
tramadol+paracetamol,filmomhulde tablet,or,matige tot ernstige pijn,,,,,,,,,,,,mg,,,,,,,
tranexaminezuur,injectievloeistof,iv,slijmvliesbloedingen bij een stollingsstoornis,,,,,,,,,,,,mg,,,,,,,
